id,name,city,slug,website
9012,"Denise L. Van Horn, OT",Fort Myers,denise-l-van-horn-ot-fort-myers-fl-9012,null
7370,Evans Rehab Center Inc,Fort Myers,evans-rehab-center-inc-fort-myers-fl-7370,null
6755,"Lauren M. Hagan, OT",Fort Myers,lauren-m-hagan-ot-fort-myers-fl-6755,null
9129,Present Mind LLC,Fort Myers,present-mind-llc-fort-myers-fl-9129,http://presentmindllc.com/
8783,The Traveling Therapist,Fort Myers,the-traveling-therapist-fort-myers-fl-8783,https://www.thetravelingtherapist.net/
6594,Therapy Treatment Team,Fort Myers,therapy-treatment-team-fort-myers-fl-6594,https://www.therapytreatmentteam.com/
7123,Alachua Adult Child & Family,Gainesville,alachua-adult-child-family-gainesville-fl-7123,null
6615,"Child Advocacy Center, Inc.",Gainesville,child-advocacy-center-inc-gainesville-fl-6615,https://www.childadvocacycentergainesville.org/
7008,"Emily K. Gray, MFT, Inc.",Gainesville,emily-k-gray-mft-inc-gainesville-fl-7008,https://emilykgraymftinc.com/
6850,Gainesville Family Institute,Gainesville,gainesville-family-institute-gainesville-fl-6850,http://gainesvillefamilyinstitute.com/
7020,Gainesville Opportunity Center,Gainesville,gainesville-opportunity-center-gainesville-fl-7020,http://www.goclubhouse.org/
6856,Goldstar ⭐️ therapy,Gainesville,goldstar-therapy-gainesville-fl-6856,http://www.sandyflory.com/
6556,"Hibiscus House Rehab, LLC",Gainesville,hibiscus-house-rehab-llc-gainesville-fl-6556,null
6533,"Lucent Collaborative Services, Inc",Gainesville,lucent-collaborative-services-inc-gainesville-fl-6533,http://www.lucentcollaborative.com/
6824,North Central Florida Community Center,Gainesville,north-central-florida-community-center-gainesville-fl-6824,null
6376,Peace and Healing Therapy,Gainesville,peace-and-healing-therapy-gainesville-fl-6376,https://www.peaceandhealingtherapy.com/
7302,Rising Calm Center,Gainesville,rising-calm-center-gainesville-fl-7302,http://risingcalm.com/
6589,"The Nook Inclusive Therapeutic Center, LLC",Gainesville,the-nook-inclusive-therapeutic-center-llc-gainesville-fl-6589,https://thenookcenter.com/
5855,UF Health Early Developmental Assessment Clinic,Gainesville,uf-health-early-developmental-assessment-clinic-gainesville-fl-5855,https://ufhealth.org/locations/uf-health-early-developmental-assessment-clinic?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings
