id,name,city,phone,website,verified
6815,AK Behavioral Health Clinic,Orlando,(844) 331-6451,null,true
7325,"Camen Behavioral Services, LLC",Orlando,(321) 972-4039,https://www.wearecamen.com/,false
6353,Fataj Transition & Learning Center LLC,Orlando,(407) 601-0491,https://www.fatajtlc.com/,true
6947,"FoundArt Academy, Inc. (ABA Services)",Orlando,(888) 900-7779,http://www.foundart.org/,false
6881,"Hidden Potential Florida, LLC",Orlando,(407) 800-7711,http://www.hiddenpotentialflorida.com/,true
6767,"Indigo Kids Behavioral Learning, LLC",Orlando,(321) 890-4038,https://www.indigokidsbehavior.com/,true
7527,Pieces Behavioral Group,Orlando,(407) 431-0520,https://www.mypieces.org/,false
6644,Quest Kids Academy,Orlando,(407) 218-4340,http://questkids.org/,true
6893,"Arianne S. Kosman, OT",Port St. Lucie,(772) 408-4848,null,true
6601,Arise Center,Port St. Lucie,(772) 245-0274,null,true
6904,Behavior Basics Incorporated,Port St. Lucie,(772) 463-0444,https://www.behaviorbasicsinc.com/,true
8941,Breakthrough Trauma Therapy,Port St. Lucie,(561) 247-5550,http://www.breakthroughtraumatherapy.com/,false
7280,"Change of Mind, LLC",Port St. Lucie,(772) 284-6030,http://www.mychangeofmind.com/,false
9126,"Dr. George Zaky, Psy.D., LMHC, LLC",Port St. Lucie,(772) 249-2593,http://www.expertpsychologicalassociates.com/,false
6036,"Educational Brains, LLC",Port St. Lucie,(772) 404-2122,http://www.educationalbrains.com/,true
8878,Health and Healing Mental Health Center,Port St. Lucie,(772) 323-0762,https://healthandhealingmhc.com/,false
7326,Piano Marianne E,Port St. Lucie,(772) 878-0094,null,false
6858,Small Steps Pediatric Therapy,Port St. Lucie,(772) 249-0341,https://smallstepspediatrictherapy.com/,true
6917,Solutions A Combined Center-Therapy,Port St. Lucie,(772) 336-6928,https://solutionstherapyandlearning.com/,true
6597,"Tara J. Donohue, OT",Port St. Lucie,(772) 398-7678,null,true
6847,The Academy at Ambrosia,Port St. Lucie,(561) 202-2545,https://www.ambrosiatc.com/locations/the-academy/,true
