id,name,city,phone,website,verified
6523,Achievement & Enrichment Center by The Arc Jacksonville,Jacksonville,(904) 573-2805,http://www.arcjacksonville.org/,true
6531,Clear Communication Therapy,Jacksonville,(831) 200-4414,https://www.clearcommtherapy.com/,true
9138,Cornerstone Special Education Alliance,Jacksonville,(904) 570-9776,http://www.cornerstonesea.com/home,false
7031,"Empowerment Programs, Inc.",Jacksonville,(904) 346-0201,http://empowermentprograms.org/,false
5856,First Coast Behavior Solutions,Jacksonville,(904) 200-7979,http://fcbsjax.org,true
7401,Grey Area Therapy Jax,Jacksonville,(904) 323-2729,https://www.greyareatherapyjax.com/,false
8806,Jacksonville Program for Adults with Intellectual and Developmental Disabilities (PAIDD),Jacksonville,(904) 383-1003,https://ufhealthjax.org/locations/jacksonville-program-for-adults-with-intellectual-and-developmental-disabilities-paidd,false
6839,Journey Center Jax,Jacksonville,(904) 860-2248,https://journeycenterjax.com/,true
6605,Let's Talk About It Holistic Healing,Jacksonville,(904) 413-1116,http://letstalkhh.my.canva.site/,true
6530,Missing Piece Behavioral Solutions,Jacksonville,(904) 683-3546,https://missingpiecebehavior.com/,true
6637,New Heights of Northeast Florida,Jacksonville,(904) 396-1462,http://www.newheightsnefl.org/,true
6831,North Florida Behavior Consultants,Jacksonville,(904) 456-1204,null,true
6619,"Perspectives Anew Therapy, LLC",Jacksonville,(904) 414-3359,http://www.perspectivesanewtherapy.com/,true
7205,"Positive Change Mental Health, LLC",Jacksonville,(904) 383-7352,https://positivechangemh.com/,false
6885,Prestige Workforce,Jacksonville,(904) 613-1691,http://www.prestigeworkforce.org/,true
6995,"Purple Moon Service Center, LLC",Jacksonville,(904) 233-1019,http://purplemoonmentalhealth.com/,false
7340,Reaching Milestones,Jacksonville,(904) 683-9515,https://reachingmilestones.com/,false
7362,"Sade Behavior Therapy, Inc.",Jacksonville,(904) 666-5147,http://www.sadebehavior.com/,false
6684,"Sarah Robinson, PhD",Jacksonville,(904) 202-2000,null,true
6944,"Social Care Services, LLC",Jacksonville,(904) 294-5329,http://www.socialcareservices.net/,false
6784,The ART of Healing Jacksonville,Jacksonville,(904) 236-8344,http://www.theartofhealingjax.com/contact,true
8887,The Blue Journey bts,Jacksonville,(904) 877-1507,https://thebluejourneybts.com/,false
6973,The Mindful Practice,Jacksonville,(407) 308-2747,https://the-mindful-practice.com/jacksonville/,false
8811,Adaptive Center,Miami,(305) 400-9908,https://adaptivecenter.net/,false
6035,ALOS Integrated Therapy,Miami,(786) 641-5326,http://www.alos.org/,true
6547,Autism Specialty Group,Miami,(305) 767-1924,https://www.autismspecialtygroup.com/,true
6565,Behavioral Neurodiversity Specialists,Miami,(786) 477-1193,https://www.bnsneurospecialists.com/,true
7086,Better Support Service,Miami,(786) 534-7172,null,false
6624,Children Autism Help,Miami,(786) 878-1331,https://childrenautismhelp.com/,true
6636,Cs Behavioral Services,Miami,(786) 558-4981,https://www.csbehavioralmiami.com/,true
6892,Easter Seals Demonstration School,Miami,(305) 547-4725,https://www.easterseals.com/southflorida/,true
6729,Easterseals South Florida,Miami,(305) 325-0470,http://southflorida.easterseals.com/,true
7249,Grove Therapy | Carolyn Wheeler-Garcia Licensed Psychotherapist,Miami,(305) 904-8813,https://coconutgrovetherapy.com/,false
7425,"Lisa L. Rappa, OT",Miami,(305) 948-5683,null,false
6653,Lotus Behavioral Interventions,Miami,(305) 330-4660,http://www.lotusbehavior.com/,true
7093,Mailman Center for Child Development,Miami,(305) 243-6631,https://umiamihealth.org/en/locations/mailman-center-for-child-development,false
8876,Mindful Connections ABA,Miami,(305) 400-8685,https://mindfulconnectionsaba.com/,false
7277,My Educational Solutions,Miami,(954) 751-2300,null,false
6579,Sachs Center,Miami,(305) 952-1162,https://sachscenter.com/autism-adhd-testing-in-miami/,true
6625,SND Professional Services LLC,Miami,(786) 568-7565,http://sndtherapy.com/,true
6880,Special Needs Solution,Miami,(305) 915-0818,https://specialneedssolution.net/,true
6012,The Victory Center for Autism & Related Disabilities,Miami,(305) 466-1142,http://www.thevictoryschool.org/,true
6798,Thena Crowder EarlyChildhood&Diagnostic Center School,Miami,(305) 836-0012,null,true
6924,Viva Pediatric Therapy,Miami,(305) 890-9691,https://www.vivatherapymiami.com/,true
