id,name,city,phone,website,verified
8857,Accelerated Resolution Therapy,Orlando,(407) 298-6786,https://acceleratedresolutiontherapy.com/,false
6647,AdventHealth Pediatric Rehab East Orlando,Orlando,(407) 303-6733,https://www.adventhealth.com/our-services/childrens-care/pediatric-rehabilitation,true
6898,"AER Mental Health Services/Andria Estrella-Roa, LMFT",Orlando,(407) 259-5856,https://aermentalhealth.com/,true
6815,AK Behavioral Health Clinic,Orlando,(844) 331-6451,null,true
9130,Amor Therapy Services,Orlando,(407) 602-7442,https://amortherapyservices.com/about-us/,false
8797,APG Healthcare,Orlando,(407) 423-7149,http://www.apghealth.com/,false
6591,ASGO,Orlando,(407) 855-0235,http://www.asgo.org/,true
6770,Aspire Health Partners - Oasis Adolescent Center (OAC),Orlando,(407) 846-5294,https://aspirehealthpartners.com/programs-and-services/program-details/27/Oasis-Adolescent-Campus,true
7458,Child Developmental and Diagnostic Center,Orlando,(888) 688-3072,https://cdorlando.com/,false
6500,Chosen Therapy services,Orlando,(912) 963-7256,https://chosentherapyservices.com/,true
6041,Devereux Advanced Behavioral Health Florida,Orlando,(407) 362-9210,http://www.devereux.org/,true
9027,Elevate Therapy Center,Orlando,(407) 968-7807,http://www.elevatetherapycenter.com/,false
6353,Fataj Transition & Learning Center LLC,Orlando,(407) 601-0491,https://www.fatajtlc.com/,true
6881,"Hidden Potential Florida, LLC",Orlando,(407) 800-7711,http://www.hiddenpotentialflorida.com/,true
6894,"K & L Therapy Services, Inc.",Orlando,(407) 421-7284,https://kandltherapy.com/,true
7380,"Kidoz Therapy Zone, LLC",Orlando,(407) 250-0626,null,false
6862,"Krista M. Marchman, PHD",Orlando,(321) 766-7811,https://www.drkmarchman.com/,true
7527,Pieces Behavioral Group,Orlando,(407) 431-0520,https://www.mypieces.org/,false
8893,Primrose Center Inc,Orlando,(407) 898-7201,https://www.primrosecenter.org/,false
6644,Quest Kids Academy,Orlando,(407) 218-4340,http://questkids.org/,true
6763,"Quest, Inc. - Orlando Corporate Office",Orlando,(407) 218-4300,http://www.questinc.org/,false
6606,"Self-Compassion Pathways, Inc.",Orlando,(445) 545-1716,https://therapyorlandofl.com/,true
6494,Social Bridges,Orlando,(407) 539-2450,https://www.socialbridges.com/,true
6527,The Franz Center,Orlando,(321) 461-5750,https://thefranzcenter.com/?utm_campaign=gmb,true
7480,The Russell Home for Atypical Children,Orlando,(407) 855-8063,https://www.russellhome.org/,false
6609,Whole-Sum Therapies,Orlando,(407) 730-6988,null,true
7016,ACTS Wraparound Housing and Amethyst Respite Center,Tampa,(813) 237-4907,http://www.actsfl.org/,false
6549,All Support Servicing,Tampa,(800) 610-7042,https://allsupportservicing.com/,true
7471,An Awakened Heart,Tampa,(727) 692-7364,http://www.therapiststampa.com/,false
8996,Autism Early Intervention and Prevention Center,Tampa,(813) 936-7184,null,false
7246,Autism Shifts,Tampa,(813) 251-2787,http://www.autismshifts.org/,false
7081,Believe It and Achieve It LLC,Tampa,(813) 374-0442,http://www.believeittherapy.com/,false
7139,Building More Futures LLC,Tampa,(813) 562-9962,https://bmf4ever.com/,false
6677,FIRST STEP THERAPY- WEST TAMPA,Tampa,(813) 776-6889,https://firststep-therapy.com/,true
6802,"Grow & Play Pediatric Therapy, Inc.",Tampa,(727) 534-9085,https://www.growplaypediatrictherapy.com/,true
7052,"Grow, Empower, Transform Therapy, LLC",Tampa,(813) 563-8227,http://www.gettherapy.org/,false
7148,Human Development Center Inc,Tampa,(813) 872-6250,http://hdcinc.org/,false
6489,It Begins Within Therapy,Tampa,(813) 538-0385,https://ibwhc.com/,true
8982,JC Adult Academy,Tampa,(813) 278-0367,https://downsyndromedaycentertampa.com/,false
8891,Quarles Make A Change Foundation 501c(3) Non-Profit Organization,Tampa,(813) 365-1156,https://www.quarlesmacfoundation.org/,false
6714,Speak Outside The Box,Tampa,(813) 422-4414,http://www.speakoutsidethebox.com/,true
7161,speechworks tampa,Tampa,(813) 361-6490,http://speechworksfl.com/,false
8492,Success 4 Kids & Families,Tampa,(813) 490-5490,https://www.s4kf.org/,false
6626,Transforming Treasures,Tampa,(813) 644-5766,https://transformingtreasures.com/contact-us,true
7367,Yes of America United Inc,Tampa,(813) 420-7708,null,false
