id,name,city,slug,website
9138,Cornerstone Special Education Alliance,Jacksonville,cornerstone-special-education-alliance-jacksonville-fl-9138,http://www.cornerstonesea.com/home
5856,First Coast Behavior Solutions,Jacksonville,first-coast-behavior-solutions-jacksonville-fl-5856,http://fcbsjax.org
7401,Grey Area Therapy Jax,Jacksonville,grey-area-therapy-jax-jacksonville-fl-7401,https://www.greyareatherapyjax.com/
8806,Jacksonville Program for Adults with Intellectual and Developmental Disabilities (PAIDD),Jacksonville,jacksonville-program-for-adults-with-intellectual-and-developmental-disabilities-paidd-jacksonville-fl-8806,https://ufhealthjax.org/locations/jacksonville-program-for-adults-with-intellectual-and-developmental-disabilities-paidd
6839,Journey Center Jax,Jacksonville,journey-center-jax-jacksonville-fl-6839,https://journeycenterjax.com/
6605,Let's Talk About It Holistic Healing,Jacksonville,lets-talk-about-it-holistic-healing-jacksonville-fl-6605,http://letstalkhh.my.canva.site/
6619,"Perspectives Anew Therapy, LLC",Jacksonville,perspectives-anew-therapy-llc-jacksonville-fl-6619,http://www.perspectivesanewtherapy.com/
7205,"Positive Change Mental Health, LLC",Jacksonville,positive-change-mental-health-llc-jacksonville-fl-7205,https://positivechangemh.com/
6995,"Purple Moon Service Center, LLC",Jacksonville,purple-moon-service-center-llc-jacksonville-fl-6995,http://purplemoonmentalhealth.com/
6784,The ART of Healing Jacksonville,Jacksonville,the-art-of-healing-jacksonville-jacksonville-fl-6784,http://www.theartofhealingjax.com/contact
6973,The Mindful Practice,Jacksonville,the-mindful-practice-jacksonville-fl-6973,https://the-mindful-practice.com/jacksonville/
8811,Adaptive Center,Miami,adaptive-center-miami-fl-8811,https://adaptivecenter.net/
7086,Better Support Service,Miami,better-support-service-miami-fl-7086,null
7249,Grove Therapy | Carolyn Wheeler-Garcia Licensed Psychotherapist,Miami,grove-therapy-carolyn-wheeler-garcia-licensed-psychotherapist-miami-fl-7249,https://coconutgrovetherapy.com/
7093,Mailman Center for Child Development,Miami,mailman-center-for-child-development-miami-fl-7093,https://umiamihealth.org/en/locations/mailman-center-for-child-development
7277,My Educational Solutions,Miami,my-educational-solutions-miami-fl-7277,null
6579,Sachs Center,Miami,sachs-center-miami-fl-6579,https://sachscenter.com/autism-adhd-testing-in-miami/
6880,Special Needs Solution,Miami,special-needs-solution-miami-fl-6880,https://specialneedssolution.net/
