id,name,status,place_id,rating,user_ratings_total,website,phone,error
5775,CHANGING HANDS HOME CARE,not_found,,,,,,
5799,SISTERS HOME CARE SERVICES INC,not_found,,,,,,
6050,"OLGA LIMONTE, INC",success,ChIJR_tcL0rH2YgReapXHHezPT0,,,https://www.olgacaballo.com/,(305) 298-8912,
6068,IRIE CARE LLC,success,ChIJVVWZnPG-54gRBAR85DvRIxg,,,,,
6069,VICTORY PROVIDER LLC,success,ChIJb2Tf0uSj6IgRPERL7QpRGPs,,,,,
6081,"FAITH INDEPENDENCE LLC
FAITH HEALTH SOLUTIONS",not_found,,,,,,
6103,SUPERIOR PRIVATE TRANSPORTATION OF SWFL,not_found,,,,,,
6139,FANTA VILLA CARE SERVICES LLC,not_found,,,,,,
6158,KID CARE RESPIRATORY SERVICES CORP,not_found,,,,,,
6177,VINSONNA PHYSICAL THERAPY,not_found,,,,,,
6206,"INDEPENDENCE CONNECTION, LLC",not_found,,,,,,
6208,"RARE SOUL CARE SERVICES, LLC",not_found,,,,,,
6248,"COMMUNITY BEHAVIOR SUPPORTS, INC.",not_found,,,,,,
6250,SHELBEA HOUSTON LLC,not_found,,,,,,
6261,"D-TEC DEVELOPING THROUGH ENRICHED CURRICULUM, INC",not_found,,,,,,
6262,A FOUNTAIN OF YOUTH HOME CARE,not_found,,,,,,
6278,DANDRIDGE NOVELLA,not_found,,,,,,
6291,FLEMING SUPPORT SERVICES,not_found,,,,,,
6368,ABACO CONSTRUCTION INC.,not_found,,,,,,
6405,GRACE IN MOTION LLC,not_found,,,,,,
6421,JMB LOVING CARE LLC,not_found,,,,,,
6438,YOUR CHOICE UNLIMITED INC,not_found,,,,,,
6447,XTRA HELPING HANDS AND HEARTS LLC,not_found,,,,,,
6459,ALF PHILLIPPE RIDGE,not_found,,,,,,
6466,TROWBRIDGE AG LLC,not_found,,,,,,
6469,"C & D ENTERPRISES OF NE FL, LLC
A MOTHERLY LOVE LIVING FACILITY",success,ChIJE00I06Ox5YgR6CfvhrMT4bQ,,,,(904) 955-9779,
6509,AMORE AT HOME LLC,not_found,,,,,,
6510,AUDUBON GARDENS GROUP LLC,not_found,,,,,,
6657,UTOPIA LIVING LLC,success,ChIJ_yI3RNb4ZC0RXVSjZivlVVY,,,,(904) 333-4946,
7200,Select Physical Therapy - North Palm Beach,success,ChIJ122SBckq34gRGehAFqdgzUE,5,66,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/palm-beach-gardens/north-palm-beach/?ty=xt,(561) 627-4427,
7204,"Susan J Christiansen Ph.D., LMFT - Marriage and Family Therapist",success,ChIJvRzyjQvW2IgRgTM4KNs7MHM,4.7,25,http://www.drsusanchristiansen.com/,(561) 688-8787,
7210,Premier Pediatric Therapy,success,ChIJswaLqgEq34gRD7lULrb12H8,4.4,20,http://www.premierpedtherapy.com/,(561) 748-0918,
7219,Select Physical Therapy - Royal Palm Beach,success,ChIJjfDjFNsu2YgR8AHKZoj_NtI,5,142,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/royal-palm-beach/royal-palm-beach/?ty=xt,(561) 784-3767,
7286,"Re-Written Counseling Services, LLC - Port Saint Lucie",success,ChIJf7krzf3r3ogRHtBwbvKHmrs,5,31,http://www.re-writtencounseling.com/,(772) 812-3460,
7297,Amen Clinics,success,ChIJm346hCar2YgRKvWCeZGBBJo,4.6,176,https://www.amenclinics.com/locations/miami-ft-lauderdale-metro-area/,(754) 260-6000,
7298,Light Chiropractic Care,success,ChIJl8IaNpar2YgR2lBN0ga9VeQ,5,194,https://lightchiropracticcare.com/,(954) 288-3729,
7305,Luminescence Counseling,success,ChIJ__6yT2jd3ogRxuLS70eBdvQ,5,25,https://luminescencecounseling.com/,(772) 207-0716,
7314,Select Physical Therapy - Sebastian,success,ChIJ1SGJ5zBo3ogR_HFiKkQ5CP0,4.9,92,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/sebastian/sebastian/?ty=xt,(772) 581-4244,
7322,Elite Health and Wellness Center & Concierge Primary Care,success,ChIJ-4ybv5bt3ogRpA5I2s1iPLg,4.9,28,https://elitehealthandwellnesscenter.com/,(772) 777-8233,
7328,PM Pediatric Urgent Care (Formerly Night Lite Pediatrics) - Port St. Lucie,success,ChIJc2v7lJ_p3ogRrXeQO93oP5k,4.5,1385,https://pmpediatriccare.com/location/florida-port-st-lucie/,(772) 807-1580,
7329,Family Enrichment Center,success,ChIJF0McBNbFwogRZXdGaaEeNdM,4.8,6,http://www.fectampa.org/,(813) 232-9659,
7330,Guardians For New Futures Inc,success,ChIJqdgD_nrs3ogR93AcYsBzFuM,5,13,https://www.gfnf4kids.org/,(772) 807-3868,
7331,Select Physical Therapy - Port St Lucie,success,ChIJ7ZEqFXjs3ogRqQ5vwdBYSvg,4.9,102,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/port-st-lucie/port-st-lucie/?ty=xt,(772) 871-7170,
7333,Pediatric Associates St. Lucie North,success,ChIJ_____4_s3ogRbPLKHCXfHHk,4.6,276,https://www.pediatricassociates.com/location-details.html?id=78,(772) 873-4585,
7334,KIDZ Pediatric Multispecialty Practice Port St. Lucie,success,ChIJ7VC5PQvr3ogR0jIXz7-GcQk,4.8,72,https://www.kidzmedical.com/locations/sw-village-center-drive-port-saint-lucie-fl/,(772) 873-7360,
7347,Hands On Therapy Services,success,ChIJfzeIuou52YgRZg4NEpHnYNc,5,208,https://handsots.com/,(786) 615-9879,
7360,FISIOCORP MIAMI LLC,success,ChIJL59692Oz2YgR_UO0CePdu4A,5,30,http://linktr.ee/fisiocorpmiami,(786) 820-9729,
7363,Unpolished Parenthood,success,ChIJQwjN3soH2YgRY9ylEvn7Dbs,5,15,https://unpolishedparenthood.com/?utm_source=GBP&utm_medium=Organic&utm_campaign=GBP,(786) 876-8435,
7365,Florida Elks Children's Therapy,success,ChIJx8E0pG-654gR_HEsZtAfwrE,5,30,http://floridaelks.org/,(800) 523-1673,
7368,Family Care Center Therapy & Psychiatry - Westshore,success,ChIJoafA6UfDwogRCRz57RFvJMg,5,25,https://fccwellbeing.com/clinic-locations/westshore-clinic/?utm_medium=organic&utm_source=gmb&utm_campaign=referral,(813) 207-7769,
7374,Select Physical Therapy - South Tampa,success,ChIJdXDpTWTDwogRNDXfAjD7cfo,5,276,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/tampa/south-tampa/?ty=xt,(813) 258-2918,
7377,Select Physical Therapy - Northdale,success,ChIJXTE2Pp3AwogRzyLUVCwKo2s,4.9,169,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/tampa/northdale/?ty=xt,(813) 264-7734,
7379,Lama Pediatric Therapy,success,ChIJ6y6BgpHHwogRn0rSzxokYNA,4.7,64,http://www.lamatherapies.com/,(813) 269-4879,
7382,"Dr. Kristin Edwards, Tampa Pediatric Psychology",success,ChIJ1ToiOBHDwogR5Ta2apekSZ8,5,11,https://www.drkristinedwards.com/,(813) 295-2105,
7384,"Positive Family Partners, Inc",success,ChIJNfDcSifHwogRiOA9IGK_vrk,3.3,3,http://positivedevelopment.net/,(813) 399-1625,
7399,McNulty Counseling and Wellness,success,ChIJhf5CdcDDwogRLNznIyBvyVo,5,124,https://mcnultycounseling.com/locations/tampa/?utm_source=gmb&utm_medium=tampa,(813) 544-5315,
7400,BoardPrep Recovery,success,ChIJW_s8MQ3DwogRvns1bquBDc4,4.7,89,https://www.boardpreprecovery.com/,(813) 600-7929,
7404,Outpatient Rehabilitation at TGH Medical Village,success,ChIJcY74DxXDwogR8ZKVMrSGrl4,4.8,36,https://location.tgh.org/location/tghlocation_403/tgh+outpatient+rehabilitation+at+tgh+medical+village?utm_source=ExtNet&utm_medium=Yext,(813) 660-6940,
7406,Embracing Life Wellness Center - South Tampa TMS - Dr. Melissa Fickey,success,ChIJM_bhBkzDwogRz88I85TX1yQ,4.9,54,https://embracinglifetoday.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Tampa&utm_id=GBP_Tampa,(813) 662-5919,
7418,Competitive Edge Physical Therapy,success,ChIJZ-iYcXnDwogROok4Vfijjjk,5,48,http://www.goceppro.com/,(813) 849-0150,
7420,Select Physical Therapy - St Joes,success,ChIJU3AYmvrDwogRgQABcRMiDTY,4.9,71,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/tampa/st-joes/?ty=xt,(813) 877-1930,
7427,Select Physical Therapy - Tampa- Fowler Avenue,success,ChIJ41uMvajHwogRR_qjU_m9cD4,4.8,169,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/tampa/tampa-fowler-avenue/?ty=xt,(813) 978-1704,
7432,Select Physical Therapy - New Tampa,success,ChIJO3YCXWFN3YgRPP2IvrKvdCk,4.9,74,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/tampa/new-tampa/?ty=xt,(813) 991-7193,
7435,Integrative Physical Therapy Jacksonville,success,ChIJb1atOzqh9YgRsMOfXt9EzpM,5,92,https://www.integrativept.com/,(844) 412-1066,
7436,Adult and Pediatric Institute,success,ChIJHe3puK3X2IgRORAO7aGQBMY,4.6,10,https://www.pedsinstitute.com/,(844) 550-7337,
7439,Compassion Behavioral Health -Addiction Treatment Center-,success,ChIJq6rqFEuq2YgRo8nJUV02XPQ,4.6,408,https://compassionbehavioralhealth.com/,(844) 999-0874,
7441,Tallahassee Orthopedic Clinic Physical Therapy,success,ChIJb7tg6hlf7IgR1aOBoFadZgU,4.8,140,https://www.tlhoc.com/patient-center/physical-therapy-rehabilitation/?utm_source=GMBSocialClimb&utm_medium=TallahasseeOrthopedicClinicPhysicalTherapy,(850) 210-1808,
7443,"Auto Accident Chiropractor Tallahassee, Dr. Pragle",success,ChIJKWCBShFf7IgR_Lg5B_5-Z6I,5,145,https://book.praglechiropractictallahassee.com/,(850) 222-3700,
7450,Patients First - Lake Ella,success,ChIJAXqKRZD17IgRgqOHrmIMbB8,4.7,1963,https://patientsfirst.com/location/lake-ella/,(850) 385-2222,
7456,"Pragle Chiropractic, Accident And Injury Clinic Tallahassee",success,ChIJB9x9ShFf7IgRAbAhW4pFerM,4.9,365,http://www.praglechiropractictallahassee.com/,(850) 508-5951,
7459,Behavior Management Consultants - 4820 Kerry Forest Pkwy,success,ChIJ_0Osspxf7IgR8GyGxNzbVVg,,,https://bmcsoutheast.com/?utm_source=google&utm_medium=organic&utm_campaign=tal-gmb-website,(850) 521-0242,
7462,University Physical Medicine,success,ChIJJQVksFb07IgRfHJK3m4Hi0A,4.9,328,https://www.chiropractictallahassee.com/,(850) 576-2129,
7468,TOC Now,success,ChIJJdbDghlf7IgRTLj_NWI3MSQ,4.8,5519,https://www.tlhoc.com/locations/toc-now?utm_source=GMBSocialClimb&utm_medium=TOCNow,(850) 219-6100,
7483,"BFITT Athletic Training & Fitness Institute, Inc.",success,ChIJs2kNzR5f7IgRyutQl5NgWSY,5,31,http://www.bfitt-atfi.com/,(850) 792-4505,
7496,The Palm Beach Institute,success,ChIJPYfPQIfW2IgRFivVI8CyGa4,4.7,137,https://www.pbinstitute.com/?utm_source=GMB&utm_medium=Yext,(855) 470-2055,
7498,Lake Gibson Village Health and Rehabilitation Center,success,ChIJ8wCTtWBH3YgRP-7eSxSyW4k,4.6,208,https://www.ablehearts.org/communities/lake-gibson-village-health-and-rehabilitation-center/,(863) 213-3335,
7499,Ultra Cryo & Recovery Lakeland,success,ChIJPdwAL4473YgRLdkvvwqXtLE,5,283,http://ultracryorecovery.com/,(863) 216-6858,
7506,Select Physical Therapy - Winter Haven,success,ChIJRYKy7NcS3YgRTtuE8jUjbSQ,5,171,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/winter-haven/winter-haven/?ty=xt,(863) 293-7778,
7512,Select Physical Therapy - Lakeland South,success,ChIJh0_afUo53YgRGXDDNoTTGpM,4.9,78,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/lakeland/lakeland-south/?ty=xt,(863) 647-3665,
7518,Hess Spinal & Medical Centers - Lakeland,success,ChIJ78vXt6pA3YgRI30JtjcPweQ,4.9,38,https://hessspinalandmedicalcenters.com/clinic/lakeland,(863) 688-3388,
7519,Select Physical Therapy - Lakeland North,success,ChIJV3MmyrRA3YgResyeG5cuTtE,4.9,113,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/lakeland/lakeland-north/?ty=xt,(863) 688-6931,
7522,Apex Health and Wellness,success,ChIJyaoT9FY53YgRt1lg0afiwbY,5,20,http://www.apexhws.com/,(863) 816-5864,
7523,Holistic Quarters of Lakeland,success,ChIJ7x36YLM43YgRbGRgT5VY7B0,5,371,http://www.holisticquarters.com/,(863) 853-0031,
7524,Chiropractic Center of Lakeland,success,ChIJWc2dBHFH3YgRst6Hco2xvpY,4.8,437,http://cclchiro.com/,(863) 859-0335,
7525,Integrity Prosthetics & Orthotics,success,ChIJf6LGTqtA3YgRxmGiN8ZJtOk,4.7,110,http://www.integritypando.com/,(863) 937-9200,
7532,Amethyst Recovery Center,success,ChIJoWzRXyzq3ogRBZygrhcbzGw,4.8,484,https://www.amethystrecovery.org/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(888) 447-7724,
7535,Wolfson Children's Hospital,success,ChIJyXVwHwy35YgRB0jTDX_syRY,3.9,527,https://www.wolfsonchildrens.com/locations/wolfson-childrens-hospital,(904) 202-8000,
7542,"Puzzle Peace Counseling, LLC",success,ChIJv00MQf025IgRpzZtyy_DdEU,4.4,7,http://puzzlepeacecounseling.com/,(904) 274-5563,
7556,Sobe Health Center,success,ChIJhQ5T5Iav2YgRks6F5nAAUHw,5,4299,http://sobehealthcenter.carrd.co/,(305) 834-7900,
7560,Fresh Start Speech Therapy,success,ChIJh1xYJ3W35YgRMQbOhHqfAEo,4.8,30,https://jaxfreshstart.com/,(904) 652-6165,
