id,name,status,place_id,rating,user_ratings_total,website,phone,error
5775,CHANGING HANDS HOME CARE,not_found,,,,,,
5799,SISTERS HOME CARE SERVICES INC,not_found,,,,,,
6081,"FAITH INDEPENDENCE LLC
FAITH HEALTH SOLUTIONS",not_found,,,,,,
6103,SUPERIOR PRIVATE TRANSPORTATION OF SWFL,not_found,,,,,,
6139,FANTA VILLA CARE SERVICES LLC,not_found,,,,,,
6158,KID CARE RESPIRATORY SERVICES CORP,not_found,,,,,,
6177,VINSONNA PHYSICAL THERAPY,success,ChIJSb309zAC2YgR82G2w2osc9I,3.8,194,https://locations.theupsstore.com/fl/oakland-park/5079-north-dixie-hwy?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,(954) 489-1675,
6206,"INDEPENDENCE CONNECTION, LLC",not_found,,,,,,
6208,"RARE SOUL CARE SERVICES, LLC",not_found,,,,,,
6248,"COMMUNITY BEHAVIOR SUPPORTS, INC.",not_found,,,,,,
6250,SHELBEA HOUSTON LLC,not_found,,,,,,
6261,"D-TEC DEVELOPING THROUGH ENRICHED CURRICULUM, INC",not_found,,,,,,
6262,A FOUNTAIN OF YOUTH HOME CARE,not_found,,,,,,
6278,DANDRIDGE NOVELLA,not_found,,,,,,
6291,FLEMING SUPPORT SERVICES,not_found,,,,,,
6368,ABACO CONSTRUCTION INC.,success,ChIJt6bJexGTwogRr5bbOPnNa7A,2.1,7,,(727) 452-7161,
6405,GRACE IN MOTION LLC,not_found,,,,,,
6421,JMB LOVING CARE LLC,not_found,,,,,,
6438,YOUR CHOICE UNLIMITED INC,not_found,,,,,,
6447,XTRA HELPING HANDS AND HEARTS LLC,not_found,,,,,,
6459,ALF PHILLIPPE RIDGE,not_found,,,,,,
6466,TROWBRIDGE AG LLC,not_found,,,,,,
6509,AMORE AT HOME LLC,not_found,,,,,,
6510,AUDUBON GARDENS GROUP LLC,not_found,,,,,,
8648,DAINERYS GIL AGENCY LLC,not_found,,,,,,
8654,"KM HOME CARE, LLC
KM HOMECARE",not_found,,,,,,
8661,"PROXICARE, INC",not_found,,,,,,
8714,"A & J COMPASSIONATE CARE, LLC",not_found,,,,,,
8757,COMMUNITY HEALTHCARE ALLIANCE INC,not_found,,,,,,
8758,ASHLEY PRECIOUS HANDS,not_found,,,,,,
8986,"SILC EXPRESS LLC
OSCAR SILVA",not_found,,,,,,
9157,AVACORP INC,not_found,,,,,,
9778,24/7 Chiropractic Wellness & Rehab - 2631 Forest Rd,success,ChIJXVHE4IUh6IgRvGFg-czANqA,4.9,229,http://247chiropractic.com/,(352) 340-3220,
9779,ASR Sports Medicine Miami Beach,success,ChIJgcZLh-q12YgRM88iCjwjnpw,5,166,http://www.asrsportsmedicine.com/?utm_campaign=gmb,(305) 984-1155,
9780,Therapeutic Rehab Specialists,success,ChIJ3-N47hk_3YgRLE63YaAoRxk,5,188,http://www.therapeuticrehabspecialists.com/,(813) 876-8771,
9783,Apollo Rehab Parkland,success,ChIJPQ9Jlrgb2YgR40m0tOpNrcg,5,51,http://apollo-rehab.com/,(954) 342-9333,
9785,Baptist Health Physical Therapy & Rehabilitation | Miami Beach,success,ChIJdUxSeki12YgR2mKLrC7tMeo,4.8,78,https://baptisthealth.net/locations/physical-rehabilitation-centers/baptist-health-orthopedic-care-miami-beach-physical-therapy?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAzMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(786) 308-2000,
9786,"Behavior Basics, Inc., Brevard Office",success,ChIJOdIaDL4P3ogRP2InlVAmhMY,4.2,5,http://www.behaviorbasicsinc.com/,(772) 463-0444,
9787,"CARE Spine and Sports Health: Jean Guy-Yoma Souffrant, MD-MSPT",success,ChIJi-KkXAAP3ogRCZtazICU15s,5,68,https://caressh.com/,(321) 372-1765,
9789,"Dr. Rob Poliszuk PT, DPT, CSCS (The Mobile Physical Therapist)",success,ChIJB6FY-4C22YgRfq9zyF2Q-nc,4.9,37,http://drrobpoliszuk.com/,(305) 902-6644,
9790,Gold Coast Physical Therapy - Royal Palm Beach,success,ChIJcaUFDfou2YgR6p-OoWPBmdU,4.9,72,https://goldcoastpt.com/royal-palm-beach/,(561) 331-3636,
9793,FAME Speech and Myo,success,ChIJmTdz1XvQGyERW-1RPiCDBA8,5,21,http://www.famespeechandmyo.com/,(904) 201-9048,
9794,Department of Communication Sciences and Disorders,success,ChIJd8ZiXVto54gRfaVxp_JhrsQ,5,2,https://healthprofessions.ucf.edu/communication-sciences-disorders/,(407) 823-4798,
9795,Young Body Rehabilitation,success,ChIJu2tkrKYq2YgR12qJNXQ5gwU,3.7,3,https://youngbodyrehab.com/,(561) 625-6860,
9796,"Tampa Bay Speech, Language & Reading Clinic",success,ChIJTSDoLyvTwogRpt-YuP49euo,4.9,33,http://tampabayspeech.com/,(813) 368-2485,
9797,3 C's Therapy Center,success,ChIJN1gBREtw54gRAMIObcB-gl0,4.8,37,https://3cstherapycenter.godaddysites.com/,(407) 761-2130,
9800,Physical Therapy,success,ChIJk-uC793b5ogROHLGkV9RDtI,3.7,3,https://orthotoc.com/service/physical-therapy/?utm_source=GMBSocialClimb&utm_medium=PhysicalTherapy,(386) 255-4596,
9801,Memorial Medical Fitness - West,success,ChIJiVZ9iW-m2YgRccna4_lcYFU,4.7,174,https://www.mhs.net/services/medical-fitness-programs,(954) 844-7125,
9803,Physical Therapy Now Miramar,success,ChIJUWIeGwql2YgRjXTXwe1EaiE,5,116,https://www.physicaltherapynow.com/miramar/,(954) 869-4310,
9804,Fox Physical Therapy-Brickell,success,ChIJ7a5zRMK32YgRlj9AihtSrmI,5,198,http://foxpt.com/,(305) 615-3060,
9807,Florida Strong Physical Therapy,success,ChIJBWc7mYAF2YgR0JXJnm-VF8k,5,124,http://flstrongpt.com/,(305) 397-9440,
9808,"Atlantic Rehabilitation Center - North Miami Beach, Florida",success,ChIJa2XEy6St2YgRfWJstCc2O7c,4.9,307,https://atlanticrehabcenter.com/physical-therapy-clinic/north-miami-beach-fl/,(305) 405-0400,
9809,Complete Therapy USA,success,ChIJpxlc5F2s2YgR8TCiVOgEhLQ,4.9,86,http://www.completetherapyusa.com/,(305) 466-1388,
9810,Nicklaus Children's Nirvair Chowdhury Midtown Urgent Care Center,success,ChIJeY2IjYux2YgRlqteyPNWKfM,4,52,https://www.nicklauschildrens.org/locations/urgent-care/midtown-outpatient-center,(305) 571-8712,
9812,CORA Physical Therapy Kendall,success,ChIJtUqV4QnH2YgRpC-D4QJu6IM,4.8,118,https://www.coraphysicaltherapy.com/location/kendall-florida/,(305) 598-0229,
9813,Physical Therapy NOW Bird Road,success,ChIJYVqegW642YgRPZciTaTQGZw,5,95,https://www.physicaltherapynow.com/bird-road/,(305) 599-0911,
9815,Nicklaus Children’s Hospital,success,ChIJGQdTGz642YgRb6LpKdHwlec,3.4,42,https://www.nicklauschildrens.org/home,(305) 666-6511,
9816,CORA Physical Therapy Miami Beach,success,ChIJHehIIeWy2YgRxtGUtrka4Gc,4.7,152,https://www.coraphysicaltherapy.com/location/miami-lakes-florida/,(305) 868-9905,
9817,CORA Physical Therapy Melbourne,success,ChIJxXkxK4kR3ogRB00TTspt65Y,4.9,191,https://www.coraphysicaltherapy.com/location/miami-beach-florida/,(321) 255-2818,
9818,Premier Physical Therapy and Sports Medicine - Melbourne,success,ChIJLYWXuewR3ogROxEbvEQ_hnk,4.8,21,https://premier-therapy.com/,(321) 312-4200,
9819,CORA Physical Therapy Palm Bay,success,ChIJV8wIH18N3ogRBrTkHSoY6cw,4.8,209,https://www.coraphysicaltherapy.com/location/palm-beach-gardens-florida/,(321) 409-5777,
9820,"Align Physical Therapy, Inc.",success,ChIJw19CYrER3ogReLPvpKejzaU,5,33,https://aligntherapy.org/physical-therapy-clinic/physical-therapy-melbourne-beach-fl/,(321) 804-8132,
9821,Hop Skip and a Jump Pediatric Therapy - 886 S Dillard St,success,ChIJyYemw22D54gR4OoqQCmn1jk,,,http://www.orlandokidstherapy.com/,(407) 461-1998,
9822,Rehability Prosthetics & Orthotics,success,ChIJA_6vcXOgwogRIq4dbwzCgg0,5,102,https://rehabilitygroup.com/,(352) 701-0494,
9823,CORA Physical Therapy Ormond Beach,success,ChIJJ7634_bc5ogRnI8sBDxPXIs,4.8,115,https://www.coraphysicaltherapy.com/location/oviedo-florida/,(386) 615-1112,
9824,FloRehab Center Physical and Aquatic Therapy Ormond Beach,success,ChIJ93P3TsPb5ogRfMXQqGWfLcY,4.6,94,http://www.florehabcenter.com/,(386) 671-2626,
9825,Barr & Associates Physical Therapy,success,ChIJRYcArofc5ogR6pK0sKFD7Uc,4.9,54,http://barrandassociatesphysicaltherapy.com/,(386) 673-3535,
9826,Premier Physical Therapy & Sports Medicine Inc - Ormond Beach,success,ChIJ5V99BAbd5ogRAFwnpT_xiSY,5,45,https://www.premier-therapy.com/,(386) 677-4300,
9827,Ability Rehabilitation - Sanford,success,ChIJEz7AHacT54gR_87Kjifjsz0,5,96,https://abilityrehabilitation.com/physical-therapy-locations/sanford-clinic/,(407) 322-3442,
9828,Ability Rehabilitation - Orlando - 11543 Lake Underhill Rd,success,ChIJdwyx2Uhm54gRqh4r41mXssY,4.9,116,https://abilityrehabilitation.com/physical-therapy-locations/waterford-clinic/,(407) 380-0357,
9829,AdventHealth Sports Med & Rehab Lake Nona,success,ChIJ3ZBj48qL3YgRI2vsLk8PJck,4.8,55,https://www.adventhealth.com/sports-medicine-and-rehab/adventhealth-sports-med-and-rehab-central-florida/form/request-appointment,(407) 930-7803,
9831,CORA Physical Therapy West Palm Beach,success,ChIJRbP6Xgwp2YgRLMz_1AqvZoU,4.8,237,https://www.coraphysicaltherapy.com/location/west-palm-beach-florida/,(561) 478-3702,
9832,CORA Physical Therapy Lake Worth,success,ChIJcyumFPjX2IgR3Dsj-dxJzvA,4.7,169,https://www.coraphysicaltherapy.com/location/lake-worth-florida/,(561) 649-0321,
9833,Be Bold Performance & Wellness,success,ChIJNzNbUWrhwogRwuDkO893fzA,5,25,https://beboldperformancewellness.janeapp.com/,(727) 256-7668,
9834,AxisPro Physical Therapy. Hand & Lymphedema Clinic,success,ChIJK1Kh11YO3ogRUsC5MOL67W8,4.9,218,http://www.axispropt.com/,(321) 327-8509,
9835,Back To You Chiropractic and Physical Therapy,success,ChIJ-eZWSwzz3ogRLNqzEgEyYRU,5,46,https://www.backtoyourehab.com/,(772) 252-5254,
9836,Back to You Chiropractic & Physical Therapy,success,ChIJ1Xy8M17r3ogReIf4fydRlSg,5,230,https://www.backtoyourehab.com/?utm_source=gmb_auth,(772) 271-4200,
9837,Premier Physical Therapy & Sports Medicine Inc - Port Saint Lucie - 519 Nw Lake Whitney Pl,success,ChIJCUGeT3ns3ogR9CXgB5nf5R8,4.7,38,http://www.premier-therapy.com/,(772) 621-9313,
9838,CORA Physical Therapy Stuart,success,ChIJj_WpQD3d3ogRkLRWQTh9Izw,5,165,https://www.coraphysicaltherapy.com/location/stuart-florida/,(772) 781-1690,
9839,Premier Physical Therapy & Sports Medicine Inc - Stuart,success,ChIJtTOpJmDd3ogRaV9kHnGBVms,5,37,http://www.premier-therapy.com/,(772) 888-3360,
9840,PUPA Pediatric Care PPEC,success,ChIJh0XmpOyv2YgRb-3nFi56dWw,5,17,http://www.pupappec.com/,(786) 613-3269,
9841,Physical Therapy NOW Miami Lakes,success,ChIJ6UjtxUWl2YgRhbYh8yWkv4A,4.9,98,https://physicaltherapynow.com/miami-lakes/,(786) 613-7160,
9842,Nicklaus Children's Doral Outpatient Center,success,ChIJ8QBT_6y-2YgRR44MpZbrzy0,2.9,193,https://www.nicklauschildrens.org/locations/outpatient-centers/doral-outpatient-center,(786) 624-3672,
9843,Brighter Days PPEC of Palm Bay,success,ChIJf2UH-6wT3ogRxCnYpw4CLC0,4,4,https://www.brighterdaysppec.com/,(786) 773-8356,
9844,Intuitive Therapies & Pelvic Health,success,ChIJBXObd0nrwogRhFlcGDp24kA,5,42,https://intuitivetherapiespelvichealth.com/,(813) 434-0060,
9845,CORA Physical Therapy South Tampa,success,ChIJJT_RRTLDwogReHNPE9cd5rA,4.9,136,https://www.coraphysicaltherapy.com/location/south-tampa-florida/,(813) 837-3060,
9846,CORA Physical Therapy Carrollwood,success,ChIJ_XXopxTBwogRXh9JYoUc1Ys,4.8,329,https://www.coraphysicaltherapy.com/location/carrollwood-florida/,(813) 932-5119,
9847,Florida Orthopaedic Institute - Tampa,success,ChIJ9U89dW_BwogRBbYu72uAjQY,4.5,2156,https://www.floridaortho.com/locations/south-tampa-dale-mabry/,(813) 978-9700,
9848,Pro-Active Physical Therapy,success,ChIJafTO5JvHwogRC4oRW2vxeJQ,4.8,43,https://advancedrehab.us/northtampa/,(813) 979-4819,
9849,Physical Therapy NOW Tallahassee,success,ChIJYfzIizJf7IgRlKFoPrJ9hUA,4.9,92,https://www.physicaltherapynow.com/tallahassee/,(850) 725-5008,
9850,"Weeks Wellness - Tallahassee, FL",success,ChIJI4tOwA5f7IgRp_8V7PdNcDU,4.9,31,https://www.weekswellness.com/,(850) 750-0166,
9851,CORA Physical Therapy South Lakeland,success,ChIJmRda9FY-3YgRTsji4OJde2w,4.7,81,https://www.coraphysicaltherapy.com/location/south-lakeland-florida/,(863) 213-1291,
9852,Florida Orthopaedic Institute - Lakeland,success,ChIJP_n88Sg_3YgR7x_Tt9EmC24,5,352,https://www.floridaortho.com/locations/lakeland/,(863) 274-9700,
9853,CORA Physical Therapy Winter Haven,success,ChIJo7SNe_YS3YgRp_8ibnB3euQ,4.7,210,https://www.coraphysicaltherapy.com/location/winter-haven-florida/,(863) 294-0350,
