provider_id,provider_name,phone,city,state,website,has_valid_website,pages_crawled,aba_found,aba_pages,behavior_analysis_found,behavior_analysis_pages,autism_found,autism_pages,pediatric_speech_found,pediatric_ot_found,pediatric_pt_found,therapy_pages,recommendation,notes
6263,GREEN STEPHANIE A,(239) 410-7524,FT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148027081718542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5505,"COMMUNITY RESOURCE NETWORK OF FLORIDA, LLC",(239) 415-7400,FORT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/124040583718541824,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6248,"GLORIA LONGO, INC.",(239) 450-5970,NAPLES,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148025152018542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7029,NEXT LEVEL SUPPORTS LLC,(239) 451-3211,CAPE CORAL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148041964518542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6739,"LEE COUNTY BOARD OF CO COMMISSIONER
LEE TRAN PASSPORT SERVICE",(239) 533-0350,FORT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100028011118542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7520,"RELIABLE TRANSPORTATION OF SW FL, LLC",(239) 677-5738,CAPE CORAL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100001171218542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6076,FRESH OASIS INC.,(239) 682-6325,NAPLES,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148040475818542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7630,SHALIMARE INCORPORATED,(239) 694-0476,FORT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148026850718542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7170,"PANACHE HOLISTICS, INC",(239) 839-4997,FT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148027699818542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7217,"PROJECT CHOICE, LLC",(239) 931-7130,FORT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148034229218542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8029,TOUCHING LIVES OF TAMPA BAY LLC,(276) 393-9206,CLEARWATER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148039435718542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
