id,name,city,county,address,phone,website,source,verified
7344,"Mattee K. Ramasar, Occupational",Coral Springs,Broward,3100 Coral Hills Dr,(954) 344-3180,null,legacy_migration,false
6745,"The Helping Place, LLC/PTSD Solutions Therapy",Coral Springs,Broward,5571 N University Dr #101,(954) 455-0388,http://www.ptsdsolutionstherapy.com/,legacy_migration,true
6574,"A Helping Hand, Inc",Daytona Beach,Volusia,1190 Pelican Bay Dr,(386) 868-1992,https://www.helpinghandinc.org/,legacy_migration,true
6608,Coastal Mental Health Center,Daytona Beach,Volusia,149 S Ridgewood Ave,(800) 614-4124,http://www.coastalmhc.com/,legacy_migration,true
9071,"Debbie J. Rafferty, OT",Daytona Beach,Volusia,1104 Beville Rd,(386) 252-7837,null,legacy_migration,false
8461,"Shannon C. Bright, MS",Daytona Beach,Volusia,null,(904) 215-3324,null,legacy_migration,false
7369,The Front Porch,Daytona Beach,Volusia,116 Bay St,(386) 244-7763,https://frontporch.support/,legacy_migration,false
6889,Angelic Steps Therapy,Hollywood,Broward,3341 N University Dr,(954) 368-2849,https://www.angelicsteps.com/,legacy_migration,true
5830,Child Therapy and Parenting Center,Hollywood,Broward,3860 Sheridan St C,(954) 593-0510,http://www.childtherapypc.com/,legacy_migration,true
9099,Family Enrichment Behavioral Health Services,Hollywood,Broward,3829 Hollywood Blvd # D,(954) 367-3600,http://www.febhs.org/,legacy_migration,false
6757,Inclusive Behavioral Solutions LLC,Hollywood,Broward,2750 N 29th Ave,(561) 584-0502,https://inclusivebehavioralsolutions.com/,legacy_migration,true
6704,Little Eaters - Feeding & Myofunctional Therapy,Hollywood,Broward,4420 Sheridan St,(305) 488-6204,https://www.littleeatersfl.com/,legacy_migration,true
7312,Your Narrative Counseling & Therapeutic Services,Hollywood,Broward,1946 Tyler St,(754) 400-1689,http://www.yournarrativecounseling.com/,legacy_migration,false
6555,Creative Behavior Solutions llc,Largo,Pinellas,12505 Starkey Rd,(727) 280-6643,https://creativebehaviorso.wixsite.com/cbsaba,legacy_migration,true
6816,JD the OT LLC,Largo,Pinellas,1679 Indian Rocks Rd,(727) 222-3762,http://jdtheot.com/,legacy_migration,true
8784,ReImagine OT LLC,Largo,Pinellas,14268 Walsingham Rd,(727) 902-0756,https://reimagineot.com/,legacy_migration,false
6783,Waves Behavioral Solutions,Largo,Pinellas,1260 W Bay Dr,(727) 641-0218,http://wavesbehavioral.com/,legacy_migration,true
6654,ASM Therapy,Miami Lakes,Miami-Dade,6175 NW 153rd St,(305) 200-3326,https://asmtherapy.com/,legacy_migration,true
7308,Little Bee Behavior Therapy,Miami Lakes,Miami-Dade,6001 NW 153rd St,(786) 384-4990,null,legacy_migration,false
6879,Special Heart Behavioral Center,Miami Lakes,Miami-Dade,6625 Miami Lakes Dr,(786) 655-6020,https://specialheartbehavioral.com/services,legacy_migration,true
7303,Step by step academy,Miami Lakes,Miami-Dade,7975 NW 154th St #230,(305) 874-7245,null,legacy_migration,false
7188,"The Therapy Labs by Rosa Barroso, LMHC",Miami Lakes,Miami-Dade,8004 NW 154th St #418,(305) 530-8119,https://thetherapylabs.com/,legacy_migration,false
6915,Witty Children Behavior Therapy,Miami Lakes,Miami-Dade,5801 NW 151st St,(954) 639-7119,http://wittychildrenbehavior.com/,legacy_migration,true
6711,Affluent Learning Center,Winter Park,Orange,6903 University Blvd,(407) 286-5730,http://www.affluentlearningcenter.com/,legacy_migration,true
7477,"Collaborative Solutions by Dr. Nikki Keefer and Associates, Inc.",Winter Park,Orange,6914 Aloma Ave,(407) 489-2121,http://www.collaborative-solutions.org/,legacy_migration,false
9031,Contemporary Learning Center,Winter Park,Orange,882 Jackson Ave,(407) 279-0526,http://www.contemporarylearningcenter.com/,legacy_migration,false
6674,Devereux Advanced Behavioral Health Winter Park Campus,Winter Park,Orange,3550 N Goldenrod Rd,(407) 712-7480,null,legacy_migration,true
8938,DIRECT Behavioral Strategies,Winter Park,Orange,6953 University Blvd,(407) 543-8356,https://www.directaba.com/?fbclid=IwY2xjawIOWyBleHRuA2FlbQIxMAABHZvYObKbZGcWar6FahFCAyFV8q24mNkrjyAIHk59re8KP5jP571t3wko2Q_aem_Ub9rA5fT5eOkag8Uohyi4w,legacy_migration,false
7241,Down Syndrome Association of Central Florida,Winter Park,Orange,204 Wymore Rd,(407) 478-5621,http://www.dsacf.org/,legacy_migration,false
8992,Milestone Specialists of America,Winter Park,Orange,1950 Lee Rd,(407) 203-9593,null,legacy_migration,false
7481,"Neuropsychology Concierge, Dr. Cristi Salinas",Winter Park,Orange,941 W Morse Blvd,(321) 373-1303,https://neuropsychconcierge.com/,legacy_migration,false
7447,Threshold Center For Autism,Winter Park,Orange,3550 N Goldenrod Rd,(407) 671-7060,null,legacy_migration,false
